Document,Left,Term,Right
11,it's certainly saying something big. ,audience, members familiar with Hennedige's past
11,to the great diversity of ,audience, members that comes to a
11,the joke but the younger ,audience, members remain blissfully oblivious while
11,was looking forward to an ,audience," sing-a-long, some raucous"
11,the more reserved Singapore family ,audience,. Karen Tan as the Beast's
11,smattering of giggles from the ,audience,. Camp has never been this
11,"enjoy a huge, non-paying ",audience, voting over their work in
11,and serving coffee to the ,audience, while speaking in a heavy
11,seen this kind of belaboured ,audience," interaction many times before, and"
11,white New Zealanders in the ,audience, were joining in the Maori
11,of Orton - and if other ,audience," members laughed, then something must've"
11,the creators and leaves the ,audience, wondering what it is all
3,"acclaimed writer, none sustaining the ",audience's, attention for long. Even a
3,rather than for theatre. The ,audience's, attention was sorely tested with
3,me plot to satisfy their ,audience's," need for catharsis, RENT also"
3,"funeral attire, she grabbed the ",audience's, attention by the throats and
3,understanding of its hormonally active ,audience's, needs that you knew it
4,lost in the murmur and ,audience's, (incessant) chatting during the first
4,of confusion and incomprehension. The ,audience's, delayed and clearly hesitant applause
4,"hair, etc. Pilschke teased the ",audience's, attention into acuteness by making
4,last and therefore increased the ,audience's, anticipation of the next one
4,well enough to capture the ,audience's, attention. Russ Rahmat's eastern Javanese
4,it to wear thin the ,audience's," patience. Nonetheless, director Wu Xi's"
5,human folly. Judging from the ,audience's," enthusiastic response, choreographer Sakiko Oshima's"
5,this sort of show. The ,audience's, intelligence is flattered with many
6,performances that could hold the ,audience's, attention. Neither was present. First
6,action and often try the ,audience's, patience with their use of
6,yet manages to capture the ,audience's, attention using only his facial
6,she managed to capture her ,audience's," attention most, if not, all"
6,the ball was in the ,audience's, court and the people held
6,of armour defending against the ,audience's," liberal thrusts, then Sharma had"
7,the cast to draw the ,audience's, attention ensured that Romusha gave
7,To Moon's horror and the ,audience's," amusement, Birdboot does not return"
7,and the possibility of the ,audience's, participation in the world of
7,top. This greatly enhanced the ,audience's," visual experience. Unfortunately, the young"
7,he stopped caring about the ,audience's, reaction. Pinter has a way
7,groups. Capturing and sustaining the ,audience's, attention is especially important in
7,"often hurtful remarks. Similarly, the ",audience's, hearts went out to Dora
7,Come did not meet the ,audience's, now high expectations. In addition
7,in capturing and sustaining the ,audience's, attention. The storyteller's facial expressions
7,it attempted to dictate the ,audience's, reactions to what happened onstage
7,his attempt to control the ,audience's, reactions. As the rest of
7,the dramatic irony of its ,audience's, knowing that the main character
7,were distracting and sapped the ,audience's, precious attention before they reached
8,attempting to play with the ,audience's," expectations, keeping us on our"
8,"expression, ignoring the side of ",audience's, response. If we translate the
8,emotionally complex elements to the ,audience's, imagination. But apart from the
8,even if some of the ,audience's, questions and the actors' responses
8,a large number of the ,audience's, questions were to do with
8,vagina) contributed little to the ,audience's, understanding of her character or
8,"Taoist, he explains, to the ",audience's, hearty merriment. Yang further deconstructs
8,altering their own and the ,audience's, consciousness. At the end of
8,to comic timing and the ,audience's, response created a live and
8,towards one single purpose: the ,audience's," entertainment. Here, the audience is"
8,came from offstage - from the ,audience's, reaction. When Daphne voices her
8,a collective intake of the ,audience's, breath. It was as if
9,consistently able to hold the ,audience's, attention in this one-woman
9,the production had captured the ,audience's, imagination. I was particularly fortunate
9,of their roles and the ,audience's, hearts with their energy and
9,"of Big Fool Lee, the ",audience's, restlessness was palpable. With more
9,a label on us. The ,audience's, circumscribed role limits our response
9,the characters' desperation and the ,audience's, indifference is an ingenuous representation
9,he could immediately assuage the ,audience's, worries and draw them right
9,Oei's talent for capturing the ,audience's, imagination every time she is
10,bothered to build up its ,audience's, sympathies - a play that lazily
10,leaving precious little to the ,audience's," imagination. Every door bolted, every"
10,to avoid the presumably conservative ,audience's, disapproval over physical sexual teasing
10,a protagonist to hold the ,audience's, attention - one's tempted to assume
10,different from most of the ,audience's,. I really relished The Lear
10,smoothly delivered to keep the ,audience's, interest. These small moments of
10,Covill's music directly into the ,audience's," ears. Having said, that, the"
10,clearly to minutely focus the ,audience's, attention on the interactions of
11,out performances to capture the ,audience's," imagination, it is no wonder"
11,her onstage antics) and the ,audience's, reluctance to see her go
11,be able to win the ,audience's," affection, and Claude Girardi pulls"
11,"and gyrated, unflinching, in the ",audience's, faces. You could not take
11,meaning or to provoke an ,audience's, engagement. This is perhaps curious
11,about desire based on the ,audience's, desires because the artist desires
11,instigate the journey of the ,audience's, voyeurism which then follows the
11,eager to get past the ,audience's, suggestions and back to his
12,and the play on the ,audience's, sympathies (only to be reversed
12,"deserves special mention. Indeed, the ",audience's, laughter is generally in keeping
12,frees up room for the ,audience's, imaginations to wander as we
12,that extended deep into the ,audience's, space or of old Roman
12,"get on spectacularly, winning the ",audience's, hearts over in the first
13,or writer can anticipate - the ,audience's, participation. You only achieve a
13,sees himself reflected in the ,audience's, gaze and he loves what
13,stoke the fire of the ,audience's, adulation and bask in its
13,who attempt to usurp the ,audience's, attention. He lollops breezily around
13,from the scaffolding behind the ,audience's, seats; hoops descend during a
13,quite literally taken into the ,audience's," midst. Set aside, the director"
13,tragic figure worthy of the ,audience's," sympathy or admiration. Ultimately, therefore"
13,only add to the modern ,audience's, perceived inaccessibility of the Bard
13,the risk of losing the ,audience's," attention, I felt that the"
13,but just out of the ,audience's," sight, Tze's piano playing is"
13,"and delivery, he engages the ",audience's, attention and pushes the message
14,of the performance was the ,audience's, liberty to move around the
14,a constant awareness on the ,audience's, part of its separateness from
14,another type of faith: the ,audience's, faith in the play. However
14,in the drama than the ,audience's," reactions, and they helped push"
14,on its progress before the ,audience's, eyes. Stylised simplicity in the
14,"mentally exhausted, which increased the ",audience's, empathy with Lao Jiu. But
14,"front row, high-fiving the ",audience's, raised hands. He also made
14,chord as it supported the ,audience's, engagement in a way that
14,made provocative to invite the ,audience's," indignation and this, by and"
14,had they factored in the ,audience's, reaction. One of the strengths
15,reflect any aspect of the ,audience's, complicity in the symbolic proceedings
15,in order to keep the ,audience's, attention. An earlier conversation with
15,them after building up an ,audience's, expectations that the writer would
16,key role in conditioning the ,audience's," expectations. However, the characters do"
17,using nothing more than the ,audience's, imagination to conjure up a
11,caused some cringing by the ,audience.while, many of the actors cannot
2,right moves to move their ,audiences,. EXPORT FILE was a splendid
2,Be in Singapore towards minority ,audiences,", which you don't need to"
2,was speaking to two discrete ,audiences,. On the one hand there
2,"audience and the performers, giving ",audiences, the choice to view what
2,white carpet-occupying dancers. If ,audiences, were not even allowed to
2,Fan Dong Kai. 3. Reminding ,audiences, that the group/Fan is
2,pathetic self-image that allowed ,audiences, to snigger at her expense
2,rousing and great fun as ,audiences, were roped in on the
2,"real issues, but somehow left ",audiences," hanging in mid-air, almost"
2,office party. Members of the ,audiences, were casually chatting during the
2,with different objectives and target ,audiences,. Another personal opinion is that
2,added touch of slapstick humour. ,audiences, were undoubtedly tickled by her
2,together by a weak plot. ,audiences, were introduced to the tattoo
2,"theatrical expressions, while we as ",audiences, imagined ours with eyes and
2,with eyes and ears ... For ,audiences, who expected to enjoy a
2,such and much more. For ,audiences, who expected to enjoy a
2,even at times when the ,audiences," were uncertain, we could simply"
2,DAY managed to set the ,audiences,"' minds working. However, there were"
2,think that most of the ,audiences, would probably return home after
2,level of communication with the ,audiences,", I would reckon that certain"
2,abstraction. While many of the ,audiences," looked mystified and bored, there"
2,freely left to the individual ,audiences,. This is also what theatre
2,lives in order to let ,audiences, freely associate what they see
2,"other hand, Xing Liang thrilled ",audiences, with his physicality and textbook
2,stick around next time. With ,audiences, getting jaded on the all
2,a good reminder to local ,audiences, that the lush and vibrant
2,don't). Rather the publicity promised ,audiences, something that it did not
2,art collection and marketing to ,audiences, for a really pretty lampshade
2,others' apartments. So why do ,audiences, enjoy sitcoms such as those
2,"of fresh air. After all, ",audiences, do not live by Desdemona
2,"by others and themselves, as ",audiences, attempt to distinguish between the
2,pastiche of clever concepts. For ,audiences, familiar with the Hamlet text
2,"procenium arch, Stages took their ",audiences," from the stairwells, to the"
2,irrelevant to the subject matter. ,audiences, were left guessing as to
2,a timely reminder to younger ,audiences, of the significant development that
2,difficulty sometimes in bringing the ,audiences, into the two different worlds
2,ignored; and having three electronic ,audiences, to play to as well
2,"programme dominated by solo works, ",audiences, witnessed an assortment of quality
2,be relatively foreign to local ,audiences,", but DDP seems unrelenting in"
3,for grammar: 'The play leave ,audiences, with an understanding of the
3,they waved them in the ,audiences,' faces and actors who broke
3,be designed to move the ,audiences, past conventional perceptions. The stage
3,Crave' challenges both actors and ,audiences,; for the actors to fulfill
3,"provoked, saddened and outraged the ",audiences, as the cast sang to
3,that is made on the ,audiences, below. Switching from Disney's 'Cinderella
3,the stage.' And as the ,audiences, themselves tapped to the jazzy
3,"artistic spontaneity, thus keeping the ",audiences," in anticipation, the abrupt transitions"
3,up front relationship with their ,audiences,", the dancers did not once"
3,the limits. And as the ,audiences, themselves tapped their feet to
3,staging whatsoever. Questions from the ,audiences," were warmly encouraged, and the"
3,artistic intentions. The reliance on ,audiences, to make sense of whatever
3,unaccommodating nature of our local ,audiences,. This could be due to
3,not for the faint-hearted. ,audiences, hoping for a coherent narrative
3,before performances to prepare the ,audiences, and it's a shame that
4,"out of nowhere, leaving bewildered ",audiences, in their wake. In the
4,and Pam Oei delighted the ,audiences, with their Singapore Ah Lian
4,"as the programme has it, ",audiences, are treated to a cynical
4,pieces and as a result ,audiences, were able to pay more
4,and tap to the beat. ,audiences, were definitely not left out
4,also been told that early ,audiences, had said it was anything
4,it played to such small ,audiences,. Go watch it before it
4,Goethe Institut. For both local ,audiences, and their foreign performers alike
4,both the practitioners and their ,audiences, were challenged to cross boundaries
4,both the practitioners and their ,audiences, were challenged to cross boundaries
4,Chai' might appeal more to ,audiences, who are interested in the
4,"context, was appreciated by foreign ",audiences, solely for its being exotic
4,that it resonates with local ,audiences, without ever becoming overtly polemical
4,bite-sized plays to hungry ,audiences,", and have secured a regular"
4,"aural artistry, OPAL-D presents ",audiences, with a physical and metaphysical
4,will pop up in the ,audiences,' heads when they watch OLEANNA
4,oomph that would have inspired ,audiences, to really stand up and
5,crowd-pleasers to our local ,audiences, if these have high production
5,film that appealed to mass ,audiences,". Yes, some audience members may"
5,SYLVIA has been with American ,audiences,. Gurney's writing is nothing if
5,it is great for local ,audiences, to be given the rare
5,received and also attracted large ,audiences,. Because here's the thing: no
5,well to both its target ,audiences,: the children are able to
5,is a test of the ,audiences,' patience and the cast's versatility
6,revealing some other presumed absence.' ,audiences, enter the theatre to a
6,1' of falling between two ,audiences,: of dressing up the smut
6,play that has since touched ,audiences, all over the world. The
6,sometimes too patchy. This helps ,audiences, get to the emotional heart
6,often wasted away. Although local ,audiences, may not be able to
6,has appeared to be to ,audiences, in America and Canada. But
7,ring true to my ears. ,audiences, can expect dramatic performance to
7,Stage Club has done it. ,audiences, should take note of the
7,"during moments of laughter. Second, ",audiences, should not take the play
7,"be no laughter otherwise. Thirdly, ",audiences, should never attempt to recreate
7,the stupidity and vulgarity of ,audiences,. We are then shifted to
7,a marketing technique and the ,audiences, who lap it up. Although
7,the theme is familiar to ,audiences, of many developed countries which
7,development. To these relatively sophisticated ,audiences, who have had a head
7,that Amber's principal affront to ,audiences, is its mediocrity - of concept
7,by merely chronicling what most ,audiences, have at least heard of
7,stir the hearts of its ,audiences, if done sincerely and conscientiously
8,hybrid Singapore theatre who moved ,audiences, without high-tech paraphernalia or
8,play live to the three ,audiences," in their home venues, a"
8,of the Singaporean and British ,audiences,". To be fair, the production"
8,a lasting impact on its ,audiences,". There was a time, back"
8,"right: I, along with ACTION's ",audiences,", do decide. And I'm afraid"
8,they aimed at grown-up ,audiences, - their Ne-zha of 2002
8,W!ld Rice have expanded ,audiences,", streaming in from the local"
9,themes in the play for ,audiences, to wrestle with. Abstract concepts
9,make them relevant to contemporary ,audiences,. And it is good for
9,is interesting to contemplate how ,audiences, today respond to both the
9,"Cranko's ballet follows Shakespeare's narrative, ",audiences, are also familiar with Jerome
9,is a place most theatre ,audiences, don't want to be. The
9,the imagination of generations of ,audiences,. What I appreciated was that
9,it resonate powerfully for contemporary ,audiences,. She did this through the
9,English was over-privileged by ,audiences, (I infer this from her
9,must be fair to paying ,audiences,. A Caucasian lady next to
9,not purport to have surtitles. ,audiences, need to know what to
9,sustain the attention of most ,audiences, who do not speak the
9,as khon - which to most ,audiences, probably means little more than
9,Ingeniously in tune with modern ,audiences,", the Bel-Klunchun dialogue was"
9,is an easy ride for ,audiences,". For one, it is 185"
9,"lively, inspiring interaction between current ",audiences, and the cultural relics of
9,that attempts to engage its ,audiences, with a range of choreography
9,the years have garnered worldwide ,audiences, amounting to no less than
9,and substance are what engage ,audiences," in the long term, and"
9,structure into midair. More cynical ,audiences, may have found these flights
9,"drama, dance and art. For ",audiences, at Atma versed in the
9,the Fort Canning green allowed ,audiences, a democratic opportunity to watch
10,First Impression (**1/2) Singapore ,audiences, will be familiar with the
10,"simple, straightforward manner that mainstream ",audiences, will find embracing and warm
10,mature theatre scene unless new ,audiences, are developed; to be commercial
10,"In the end, after all, ",audiences, in Singapore are already familiar
10,grab the opportunity to teach ,audiences, something they don't know already
10,"deserved a better staging, where ",audiences, might once again experience the
10,not be as familiar to ,audiences, as theatre veteran Helmi or
10,in its form and content. ,audiences, have responded well to these
10,around the world to ecstatic ,audiences," of family groups, children that"
10,been pushing boundaries and challenging ,audiences, for almost a century now
10,traits that resonate with current ,audiences,. Beauty World's oscillation between Hokkien
10,of the audience too - and ,audiences, prefer to be one step
10,to draw laughs from mass ,audiences,". Target, then, is basically a"
10,festival is to lure mainstream ,audiences, to local theatre and that
10,"and expatriates. Even today, our ",audiences, still cheer for cabaret acts
10,enrich itself and to educate ,audiences, on the greater world of
10,is utterly alive. The reason ,audiences, see life in a puppet
10,and that any first-time ,audiences, would conclude as much and
10,they not only bring different ,audiences," together, but they allow directors"
11,"Defending the Caveman, pleading for ",audiences, to accept and embrace the
11,the hearts and minds of ,audiences, despite the tricky switch between
11,"see, there are really no ",audiences," and actors, not when this"
11,good narrative arc to keep ,audiences, more attentive and attached to
11,and quantitative study examining Singapore ,audiences," dance preferences, with the singular"
11,show makes me nervous - abusing ,audiences,", manipulating selves, these two choreographers"
11,"the crop, voted in by ",audiences, of the previous three weeks
11,broad enough to appeal to ,audiences," of all ages, ever so"
11,"their own terms, but British ",audiences, expecting a less innocuous and
11,another company that promises its ,audiences, the world and then sells
11,choices proved uniformly popular with ,audiences," but it is range, texture"
11,and possibilities to our local ,audiences," and practitioners. Again, Sin Sangre"
11,some local first-time theatre ,audiences,. We need to ask ourselves
11,the Singapore canon for new ,audiences,?I was delighted when playwright
11,up to local and international ,audiences, as our confident response to
11,"shows overlap one another, meaning ",audiences, sometimes have to sacrifice one
11,but definitely a thrill for ,audiences,. Kenneth attended the following Singapore
11,not going to be merciful. ,audiences, at the durian deserve way
11,something to recommend to fresh ,audiences,. There are many moments of
11,show appeals particularly to male ,audiences,", challenging as it does many"
12,and the government. Regular theatre ,audiences," will know, in fact, that"
12,the work provided liberal-minded ,audiences,", reflecting after the play, with"
12,a firm favourite with operatic ,audiences, around the world. It is
12,a Satirical Comedy (Recommended for ,audiences, above 16 years of age
12,"performers, aspiring playwrights and wider ",audiences, to experience the global standard
12,generation of Cambodians or international ,audiences," in our plush, air-conditioned"
12,at mainstream mom-and-pop ,audiences, who aren't regular theatre-goers
12,putting their faith in Singapore ,audiences, and the sustainability of the
12,no programme notes and the ,audiences, are encouraged to interpret the
12,"scene changes, etc.) to jolt ",audiences, into recognising that his brand
12,alternative world and thereby challenge ,audiences,' interpretations of social and cultural
12,Case Three: the recurring characters. ,audiences, thrilled to Tan's uproarious Ris
12,STAGES not arrange for test ,audiences, during an earlier phase of
12,up being hard going for ,audiences,", too. That's not so good"
13,are perennial favourites among Singaporean ,audiences,", and are also indeed what"
13,"an elaborate affair, bringing together ",audiences, of all ages to send
13,"from the crowd. However, Singaporean ",audiences, tend to be a little
13,would create profiles of target ,audiences,. Here's my profile of the
13,enthusiastic response from critics and ,audiences, to DNR when it premiered
13,mainly because the largely male ,audiences, of the time had never
13,"place, at least with international ",audiences, less familiar with the cultural
13,"dazzling, ambitious and intelligent, educating ",audiences," about the tropes, craft and"
13,Closer will not blow its ,audiences," out of the water, it"
13,as not to disturb younger ,audiences, but the script is explicit
13,resembling a boxing ring but ,audiences, who first saw its staged
14,Very Wagnerian Night for its ,audiences,. Both Charlottes Engelkes and Lindy
14,be the perfect way for ,audiences, of all ages to end
14,and freshness that keeps drawing ,audiences, back for more. The collaboration
14,sophisticated voice that would make ,audiences, sit up and listen to
14,back in the 1970s and ,audiences, may recall the popular 1982
15,and it’s a treat for ,audiences,", too. Given that it’s sold"
15,this production will connect with ,audiences," here. For one thing, Chew"
15,series would be appealing to ,audiences,. While T.H.E Dance Company’s annual
15,health of performers and indeed ,audiences,. And effective as Grey's outdoor
15,"convey ideas, situations and stories. ",audiences," can relate because they, too"
16,so it can reach wider ,audiences,. And in spite of the
16,the attention span of today’s ,audiences,". But, as the same productions"
16,philosophical message is fed to ,audiences, through painful clunkers such as
16,"involving, vivid stories with characters ",audiences, care about. In this respect
16,which is dynamic and where ,audiences, contribute as much to that
16,us into action and remind ,audiences, that there are tough agendas
16,Bugis Street evoked to transport ,audiences, back to the 1970s. There
16,"to educate, enlighten and entertain ",audiences, through both good times and
16,Mandarin and presented to local ,audiences, to tremendous success. Art pits
16,it is also impossible for ,audiences, not to draw comparisons. So
16,of a chord with local ,audiences,. I simply don't see the
17,"streamed across the Internet, and ",audiences, are also encouraged to post
15,does nothing to alleviate the ,audience’s," impatience, even as we laugh"
